ID,name,description,p,s,label,software
4858,audit_log_compression,"The type of compression for the audit log file. Permitted values are NONE (no compression; the default) and GZIP (GNU Zip compression). For more information, see Compressing Audit Log Files.",1,5,workload-specific,mysql
4859,audit_log_connection_policy,The policy controlling how the audit log plugin writes connection events to its log file. The following table shows the permitted values.,1,6,function-tradeoff,mysql
4860,audit_log_current_session,"Whether audit logging is enabled for the current session. The session value of this variable is read only. It is set when the session begins based on the values of the audit_log_include_accounts and audit_log_exclude_accounts system variables. The audit log plugin uses the session value to determine whether to audit events for the session. (There is a global value, but the plugin does not use it.)",1,6,function-tradeoff,mysql
4861,Audit_log_current_size,The size of the current audit log file. The value increases when an event is written to the log and is reset to 0 when the log is rotated.,0,0,others,mysql
4862,audit_log_encryption,"The type of encryption for the audit log file. Permitted values are NONE (no encryption; the default) and AES (AES-256-CBC cipher encryption). For more information, see Encrypting Audit Log Files.",1,2,security-tradeoff,mysql
4863,Audit_log_event_max_drop_size,The size of the largest dropped event in performance logging mode.,0,0,others,mysql
4864,Audit_log_events,"The number of events handled by the audit log plugin, whether or not they were written to the log based on filtering policy.",1,1,resource,mysql
4865,Audit_log_events_filtered,The number of events handled by the audit log plugin that were filtered (not written to the log) based on filtering policy .,1,1,resource,mysql
4867,Audit_log_events_written,The number of events written to the audit log.,0,0,others,mysql
4868,audit_log_exclude_accounts,The accounts for which events should not be logged. The value should be NULL or a string containing a list of one or more comma-separated account names.,0,0,others,mysql
4869,audit_log_file,"The base name and suffix of the file to which the audit log plugin writes events. The default value is audit.log, regardless of logging format. To have the name suffix correspond to the format, set the name explicitly, choosing a different suffix (for example, audit.xml for XML format, audit.json for JSON format).",0,0,others,mysql
4870,audit_log_filter_id,The session value of this variable indicates the internally maintained ID of the audit filter for the current session. A value of 0 means that the session has no filter assigned.,0,0,others,mysql
4871,audit_log_flush,"If audit_log_rotate_on_size is 0, automatic audit log file rotation is disabled and rotation occurs only when performed manually. In that case, enabling audit_log_flush by setting it to 1 or ON causes the audit log plugin to close and reopen its log file to flush it. (The variable value remains OFF so that you need not disable it explicitly before enabling it again to perform another flush.) For more information, see Section6.4.5.5, “Configuring Audit Logging Characteristics”.",1,3,reliability-tradeoff,mysql
4872,audit_log_format,"The audit log file format. Permitted values are OLD (old-style XML), NEW (new-style XML; the default), and JSON. For details about each format, see Section6.4.5.4, “Audit Log File Formats”.",0,0,others,mysql
4874,audit_log_include_accounts,"The accounts for which events should be logged. The value should be NULL or a string containing a list of one or more comma-separated account names. For more information, see Section6.4.5.7, “Audit Log Filtering”.",0,0,others,mysql
4875,audit_log_max_size,"audit_log_max_size pertains to audit log file pruning, which is supported for JSON-format log files only. It controls pruning based on combined log file size. A value of 0 (the default) disables size-based pruning. No size limit is enforced. A value greater than 0 enables size-based pruning. The value is the combined size above which audit log files become subject to pruning.",0,0,others,mysql
4876,audit_log_password_history_keep_days,"When the audit log plugin creates a new encryption password, it archives the previous password, if one exists, for later use. The audit_log_password_history_keep_days variable controls automatic removal of expired archived passwords. Its value indicates the number of days after which archived audit log encryption passwords are removed.",0,0,others,mysql
4877,audit_log_policy,The policy controlling how the audit log plugin writes events to its log file. The following table shows the permitted values.,1,6,function-tradeoff,mysql
4878,audit_log_prune_seconds,"audit_log_prune_seconds pertains to audit log file pruning, which is supported for JSON-format log files only. It controls pruning based on log file age. A value of 0 (the default) disables age-based pruning. No age limit is enforced. A value greater than 0 enables age-based pruning. The value is the number of seconds after which audit log files become subject to pruning.",1,5,workload-specific,mysql
4880,audit_log_rotate_on_size,"If audit_log_rotate_on_size is 0, the audit log plugin does not perform automatic size-based log file rotation. If rotation is to occur, you must perform it manually; see Manual Audit Log File Rotation.",0,0,others,mysql
4882,audit_log_strategy,The logging method used by the audit log plugin. These strategy values are permitted: ASYNCHRONOUS: Log asynchronously. Wait for space in the output buffer. PERFORMANCE: Log asynchronously. Drop requests for which there is insufficient space in the output buffer. SEMISYNCHRONOUS: Log synchronously. Permit caching by the operating system. SYNCHRONOUS: Log synchronously. Call sync() after each request.,1,3,reliability-tradeoff,mysql
4883,Audit_log_total_size,"The total size of events written to all audit log files. Unlike Audit_log_current_size, the value of Audit_log_total_size increases even when the log is rotated.",0,0,others,mysql
4887,authentication_kerberos_service_principal,The Kerberos service principal name (SPN) that the MySQL server sends to clients.,0,0,others,mysql
4890,authentication_ldap_sasl_bind_root_dn,"For SASL LDAP authentication, the root distinguished name (DN). This variable is used in conjunction with authentication_ldap_sasl_bind_root_pwd as the credentials for authenticating to the LDAP server for the purpose of performing searches. Authentication uses either one or two LDAP bind operations, depending on whether the MySQL account names an LDAP user DN:",0,0,others,mysql
