ID,name,description,p,s,label,software,filter,study
4597,collation_connection,Collation used for the connection character set.,0,0,others,mariadb,0,0
4600,completion_type,"The transaction completion type. If set to NO_CHAIN or 0 (the default), there is no effect on commits and rollbacks. If set to CHAIN or 1, a COMMIT statement is equivalent to COMMIT AND CHAIN, while a ROLLBACK is equivalent to ROLLBACK AND CHAIN, so a new transaction starts straight away with the same isolation level as transaction that's just finished. If set to RELEASE or 2, a COMMIT statement is equivalent to COMMIT RELEASE, while a ROLLBACK is equivalent to ROLLBACK RELEASE, so the server will disconnect after the transaction completes. Note that the transaction completion type only applies to explicit commits, not implicit commits.",1,3,reliability-tradeoff,mariadb,0,0
4601,concurrent_insert,"If set to AUTO or 1, the default, MariaDB allows concurrent INSERTs and SELECTs for MyISAM tables with no free blocks in the data (deleted rows in the middle). If set to NEVER or 0, concurrent inserts are disabled. If set to ALWAYS or 2, concurrent inserts are permitted for all MyISAM tables, even those with holes, in which case new rows are added at the end of a table if the table is being used by another thread. If the --skip-new option is used when starting the server, concurrent_insert is set to NEVER. Changing the variable only affects new opened tables. Use FLUSH TABLES If you want it to also affect cached tables. See Concurrent Inserts for more.",1,4,limited-side-effect,mariadb,0,0
4603,core_file,"Write a core-file on crashes. The file name and location are system dependent. On Linux it is usually called core.${PID}, and it is usually written to the data directory. However, this can be changed.
See Enabling Core Dumps for more information.
Previously this system variable existed only as an option, but it was also made into a read-only system variable starting with MariaDB 10.3.9, MariaDB 10.2.17 and MariaDB 10.1.35.
On Windows >= MariaDB 10.4.3, this option is set by default. 
Note that the option accepts no arguments; specifying --core-file sets the value to ON. It cannot be disabled in the case of Windows >= MariaDB 10.4.3.",0,0,others,mariadb,0,0
4605,date_format,Unused.,0,0,others,mariadb,0,0
4606,datetime_format,Unused.,0,0,others,mariadb,0,1
4607,debug,Available in debug builds only (built with -DWITH_DEBUG=1). Used in debugging through the DBUG library to write to a trace file. Just using --debug will write a trace of what mysqld is doing to the default trace file.,0,0,others,mariadb,0,0
4608,debug_no_thread_alarm,"Disable system thread alarm calls. Disabling it may be useful in debugging or testing, never do it in production.",1,6,function-tradeoff,mariadb,0,0
4609,debug_sync,Used in debugging to show the interface to the Debug Sync facility. MariaDB needs to be configured with -DENABLE_DEBUG_SYNC=1 for this variable to be available.,1,3,reliability-tradeoff,mariadb,0,0
4610,default_password_lifetime,"This defines the global password expiration policy. 0 means automatic password expiration is disabled. If the value is a positive integer N, the passwords must be changed every N days. This behavior can be overridden using the password expiration options in ALTER USER.",0,0,others,mariadb,0,0
4613,default_table_type,A synonym for default_storage_engine. Removed in MariaDB 5.5.,0,0,others,mariadb,0,0
4615,default_week_format,Default mode for the WEEK() function. See that page for details on the different modes,0,0,others,mariadb,0,1
4616,delay_key_write,"Specifies how MyISAM tables handles CREATE TABLE DELAY_KEY_WRITE. If set to ON, the default, any DELAY KEY WRITEs are honored. The key buffer is then flushed only when the table closes, speeding up writes. MyISAM tables should be automatically checked upon startup in this case, and --external locking should not be used, as it can lead to index corruption. If set to OFF, DELAY KEY WRITEs are ignored, while if set to ALL, all new opened tables are treated as if created with DELAY KEY WRITEs enabled.",1,3,reliability-tradeoff,mariadb,0,0
4617,delayed_insert_limit,"After this many rows have been inserted with INSERT DELAYED, the handler will check for and execute any waiting SELECT statements.",1,5,workload-specific,mariadb,0,1
4618,delayed_insert_timeout,Time in seconds that the INSERT DELAYED handler will wait for INSERTs before terminating.,0,0,others,mariadb,0,0
4619,delayed_queue_size,"Number of rows, per table, that can be queued when performing INSERT DELAYED statements. If the queue becomes full, clients attempting to perform INSERT DELAYED's will wait until the queue has room available again.",1,5,workload-specific,mariadb,0,1
4620,disconnect_on_expired_password,"When a user password has expired (see User Password Expiry), this variable controls how the server handles clients that are not aware of the sandbox mode. If enabled, the client is not permitted to connect, otherwise the server puts the client in a sandbox mode.",1,2,security-tradeoff,mariadb,0,0
4621,div_precision_increment,"The precision of the result of the decimal division will be the larger than the precision of the dividend by that number. By default it's 4, so SELECT 2/15 would return 0.1333 and SELECT 2.0/15 would return 0.13333. After setting div_precision_increment to 6, for example, the same operation would return 0.133333 and 0.1333333 respectively.",0,0,others,mariadb,0,0
4622,encrypt_tmp_disk_tables,Enables automatic encryption of all internal on-disk temporary tables that are created during query execution if aria_used_for_temp_tables=ON is set. See Data at Rest Encryption and Enabling Encryption for Internal On-disk Temporary Tables.,1,2,security-tradeoff,mariadb,0,0
4623,encrypt_tmp_files,"Enables automatic encryption of temporary files, such as those created for filesort operations, binary log file caches, etc. See Data at Rest Encryption.",1,2,security-tradeoff,mariadb,0,1
4624,encryption_algorithm,Which encryption algorithm to use for table encryption. aes_cbc is the recommended one. See Table and Tablespace Encryption.,1,2,security-tradeoff,mariadb,0,0
4625,enforce_storage_engine,"Force the use of a particular storage engine for new tables. Used to avoid unwanted creation of tables using another engine. For example, setting to InnoDB will prevent any MyISAM tables from being created. If another engine is specified in a CREATE TABLE statement, the outcome depends on whether the NO_ENGINE_SUBSTITUTION SQL_MODE has been set or not. If set (the default from MariaDB 10.1.7), the query will fail, while if not set, a warning will be returned and the table created according to the engine specified by this variable. The variable has a session scope, but is only modifiable by a user with the SUPER privilege.",0,0,others,mariadb,0,0
4626,engine_condition_pushdown,"Deprecated in MariaDB 5.5 and removed and replaced by the optimizer_switch engine_condition_pushdown={on|off} flag in MariaDB 10.0.. Specifies whether the engine condition pushdown optimization is enabled. Since MariaDB 10.1.1, engine condition pushdown is enabled for all engines that support it.",0,0,others,mariadb,0,1
4627,eq_range_index_dive_limit,"Limit used for speeding up queries listed by long nested INs. The optimizer will use existing index statistics instead of doing index dives for equality ranges if the number of equality ranges for the index is larger than or equal to this number. If set to 0 (unlimited, the default), index dives are always used.",1,5,workload-specific,mariadb,0,0
4628,error_count,Read-only variable denoting the number of errors from the most recent statement in the current session that generated errors. See SHOW_ERRORS().,0,0,others,mariadb,0,0
4629,event_scheduler,"Status of the Event Scheduler. Can be set to ON or OFF, while DISABLED means it cannot be set at runtime. Setting the variable will cause a load of events if they were not loaded at startup.",1,6,function-tradeoff,mariadb,0,1
4630,expensive_subquery_limit,"Number of rows to be examined for a query to be considered expensive, that is, maximum number of rows a subquery may examine in order to be executed during optimization and used for constant optimization.",0,0,others,mariadb,0,0
4631,explicit_defaults_for_timestamp,"This option causes CREATE TABLE to create all TIMESTAMP columns as NULL with the DEFAULT NULL attribute, Without this option, TIMESTAMP columns are NOT NULL and have implicit DEFAULT clauses.",0,0,others,mariadb,0,0
4632,external_user,External user name set by the plugin used to authenticate the client. NULL if native MariaDB authentication is used.,0,0,others,mariadb,0,0
4633,flush,"Usually, MariaDB writes changes to disk after each SQL statement, and the operating system handles synchronizing (flushing) it to disk. If set to ON, the server will synchronize all changes to disk after each statement.",1,3,reliability-tradeoff,mariadb,0,1
4634,flush_time,"Interval in seconds that tables are closed to synchronize (flush) data to disk and free up resources. If set to 0, the default, there is no automatic synchronizing tables and closing of tables. This option should not be necessary on systems with sufficient resources.",0,0,others,mariadb,0,0
4635,foreign_key_checks,"If set to 1 (the default) foreign key constraints (including ON UPDATE and ON DELETE behavior) InnoDB tables are checked, while if set to 0, they are not checked. 0 is not recommended for normal use, though it can be useful in situations where you know the data is consistent, but want to reload data in a different order from that that specified by parent/child relationships. Setting this variable to 1 does not retrospectively check for inconsistencies introduced while set to 0.",1,3,reliability-tradeoff,mariadb,0,0
4637,ft_max_word_len,"Maximum length for a word to be included in the MyISAM full-text index. If this variable is changed, the full-text index must be rebuilt. The quickest way to do this is by issuing a REPAIR TABLE table_name QUICK statement. See innodb_ft_max_token_size for the InnoDB equivalent.",1,1,resource,mariadb,0,0
